Social;Page url;Post Url;Likes;Reposts;Comments;Views;ER Post;ER View;VR Post;Text;Date;Author;Media 1;Url 1;Media 2;Url 2;Media 3;Url 3;Media 4;Url 4;Media 5;Url 5;Media 6;Url 6;Media 6;Url 6;Media 7;Url 7;Media 8;Url 8;Media 9;Url 9;Media 10;Url 10
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5350;42;2;2;9881;0,581;0,4655;124,8074;"Мы живём в эпоху технологий, которые делают повседневную жизнь значительно проще и свободнее. Один из ярких примеров такого прогресса — умные счётчики.

Современные устройства самостоятельно передают всю нужную информацию в автоматизированном режиме, позволяя экономить драгоценное время для действительно важных дел.

Хотите установить или поменять счётчики на современные модели? Это гораздо проще, чем кажется! Просто оставьте заявку на платформе «Электронный дом».

Для начала перейдите на сайт или откройте приложение, войдите в раздел «Услуги», перейдите во вкладку «Умные решения», кликните на пункт «Счётчик», выберите подходящую услугу, введите необходимые данные и отправьте заявку.

Получив её, специалисты оперативно свяжутся с вами, предложат удобное время визита мастера и произведут монтаж оборудования.

Важно: если при установке умного оборудования будет производиться замена счётчиков, перед демонтажом необходимо вызвать представителя управляющей организации для составления акта демонтажа или контрольного сбора показаний.";31.10.2025;public190256180;image;https://sun9-36.vkuserphoto.ru/s/v1/ig2/bzIdJ_pwbHDbvux-FWyh_7DKv4F4JVIQWt4cUu8TwAsRr2JN9Cw-Fxqg-mqBpY8VkXNuRWkZDHKk2UqgGgkr2EYh.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5345;7;0;0;325;0,0884;2,1538;4,1051;"Москва — мировой лидер по цифровому вовлечению жителей в жизнь мегаполиса. 
 
📌 В электронных проектах участвуют больше 9 миллионов человек. Мы создали [<a href=""https://vk.ru/mossobyanin?w=wall265870743_1395353"" class=""blue-selection"" target=""_blank"">https://vk.ru/mossobyanin?w=wall265870743_1395353</a>|уникальную цифровую экосистему], которая даёт москвичам возможность контролировать выполнение проектов и предлагать свои идеи. 
 
В числе самых популярных сервисов — портал ""Наш город"", проекты [<a href=""https://vk.ru/mossobyanin?w=wall265870743_1445459"" class=""blue-selection"" target=""_blank"">https://vk.ru/mossobyanin?w=wall265870743_1445459</a>|""Город идей""], ""Активный гражданин"", ""Активный гражданин — детям"", ""Город заданий"", городская программа лояльности ""Миллион призов"" и акции ""ВыбираемВместе"". 

📌 ""Наш город"" помог решить порядка 12 млн вопросов. Москвичи сообщают о самых разных проблемах — от повреждения асфальта во дворе до повреждения инфраструктуры метро, и они, как правило, решаются за несколько дней. 
 
📌 Через платформу ""Город идей"" горожане вносят предложения по развитию важных сфер, в том числе транспорта, благоустройства, социальной сферы, предпринимательства. Самые креативные воплощаются в жизнь. 
 
📌 На [<a href=""https://vk.ru/mossobyanin?w=wall265870743_1415699"" class=""blue-selection"" target=""_blank"">https://vk.ru/mossobyanin?w=wall265870743_1415699</a>|""Активном гражданине""] жители выбирают названия улиц и станций, дворы и парки для благоустройства, мероприятия для фестивалей и т.д. По итогам голосований реализовано свыше 4,2 тыс. решений. Сегодня на портале — больше 7 миллионов 200 тысяч горожан. 
 
Для сравнения: другие мегаполисы мира привлекают в подобные проекты не больше миллиона человек. По активности пользователей Москва опережает признанных лидеров — Сеул и Париж. 
 
Цифровая экосистема делает Москву уникальной — каждый может влиять на развитие города. Мы продолжим инвестировать в её развитие и расширять функционал платформ. Вместе мы можем сделать больше. 
 
Подписаться на МАХ: max.ru/mossobyanin";30.10.2025;public190256180;image;https://sun9-12.vkuserphoto.ru/s/v1/ig2/jSfH9M0ArtQ9wqxHT82ruevEuIAGWna1sw6aqQmX9UdJfFr3zlcTVd72Mn5WIbUSNrulLt12TuM8D_QwkeBZ_uNp.jpg?quality=95&as=32x22,48x34,72x50,108x76,160x112,240x168,360x252,480x336,540x378,640x448,720x504,1080x757,1280x897,1440x1009,1697x1189&from=bu;image;https://sun9-26.vkuserphoto.ru/s/v1/ig2/8XOjAteqNyKymNfujuHY7g1dkVr9FIoKzoqMErvQ9I9P7bPta6JRhsUATL51ECnsfx7IK47aVdrPA6H8WBSWBGP4.jpg?quality=95&as=32x23,48x34,72x51,108x76,160x113,240x170,360x255,480x340,540x382,640x453,720x510,1080x765,1280x906,1440x1020,1679x1189&from=bu;image;https://sun9-10.vkuserphoto.ru/s/v1/ig2/I-UTy__5fOTM6Wn1dZ47CTIwK9KLFW2APQBkdRBDgnwC-Czc_-Ipwdkk_YH6axSpSd6j94mPrauxIJbmFtdhJ8Wh.jpg?quality=95&as=32x22,48x34,72x50,108x76,160x112,240x168,360x252,480x336,540x378,640x448,720x504,1080x757,1280x897,1440x1009,1697x1189&from=bu;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5344;16;1;2;12072;0,24;0,1574;152,482;"Территория современного района Хорошёво-Мнёвники известна с очень давних пор — первые археологические находки неолитических стоянок датируются III-II тысячелетиями до н. э. 
 
Дальнейшая история имеет пробелы, однако позднее местность появляется в летописях под именем Ходынский луг и принадлежит Дмитрию Донскому. 
 
Впервые название Хорошёво появляется в XVI веке и приписывается Ивану Грозному, который любил охотиться в этих краях. 
 
Деревня Мнёвники располагалась неподалёку и взяла своё название от ловцов налима, «рыбы-мни». Это было одно из самых крупных подмосковных рыболовецких хозяйств того времени. 
 
Территория постепенно застраивалась, однако массовое строительство развернулось с 1960 года, когда был образован микрорайон Хорошёвский. 
 
В дальнейшем район менял название и границы несколько раз, а современные очертания и наименование он получил в 1995 году.";29.10.2025;public190256180;image;https://sun9-22.vkuserphoto.ru/s/v1/ig2/zQ3_gPvomTuvCxsNBSa95yOlLNjdW77347tWKqQOkf6n_Bt5VWuC7n7dwBL1hIpn7bYCqVK1zt8TVIr-EHYwMa8c.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,798x798&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5343;12;0;0;321;0,1516;3,7383;4,0546;Цифровизация – один из лучших способов сделать комфортнее жизнь миллионов горожан: 91% москвичей активно используют городские электронные услуги и сервисы. Сегодня – спустя 10 лет – mos.ru является ядром цифровой экосистемы Москвы, предоставляющей более 450 различных услуг и сервисов. Подробнее в новом посте;27.10.2025;public190256180;link;https://www.sobyanin.ru/10-let-mos-ru?utm_source=vk&utm_medium=post&utm_campaign=271025;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5342;13;3;0;17726;0,2021;0,0903;223,8979;"А вы помните, что за активность в «Электронном доме» вы получаете баллы городской программы лояльности?

Они начисляются за следующие действия:

- за инициирование ОСС — 500 баллов;
- за успешное проведение собрания — 500 или 1000 баллов;
- за участие в ОСС — 100 или 200 баллов;
- за первое размещение объявления — 20 или 50 баллов;
- за передачу показаний счётчиков — 10 или 20 баллов за каждый счётчик.

Кроме того, баллы начисляются за приглашение новых пользователей при вводе персонального промокода, а также за оплату единого платёжного документа!

Полные правила начисления баллов вы можете увидеть в Базе знаний платформы (<a href=""https://ed.mos.ru/knowledge/item/170/?parent=102&contentId=20247"" class=""blue-selection"" target=""_blank"">https://ed.mos.ru/knowledge/item/170/?parent=102&contentId=20247</a>). 

Все баллы, полученные на порталах Правительства Москвы и в городских проектах, суммируются, поступают на ваш счёт и становятся доступными для обмена на товары и услуги от партнёров городской программы лояльности «Миллион призов».

Узнать всю информацию о своих баллах вы можете в разделе «Мои баллы» на сайте и в мобильном приложении «Электронного дома», там же можно перейти в каталог «Миллиона призов» для выбора подарка.

Не забывайте, что для получения баллов вам необходимо иметь стандартную или полную учётную запись на сайте mos.ru.

Для проверки уровня учётной записи зайдите в свой личный кабинет на mos.ru (раздел «Мой профиль» мобильной версии сайта или левое меню десктопной версии).

Если уровень вашей учётной записи — упрощённая, повысьте его, указав недостающие сведения в личном кабинете.

Самые важные новости Москвы – в канале Сергея Собянина в MAX: max.ru/mossobyanin";26.10.2025;public190256180;image;https://sun9-21.vkuserphoto.ru/s/v1/ig2/BaFIDgHV-fP2e9j7XgBbdbKdsIfByUWn84ovEgjajeuRbn0jskNtMgc4CvxG8B3SAKiuMRyXmC8yP_8duWae_DSz.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5341;18;0;0;18129;0,2274;0,0993;228,9883;"Столица продолжает переходить на энергоэффективные осветительные приборы. 
 
С начала этого года в Москве установили более 25 тысяч таких светильников в фонари уличного освещения. 
 
Благодаря этому подходу с 2011 года удалось увеличить количество фонарей более чем в два раза при сохранении энергопотребления на том же уровне. 
 
Сейчас доля энергоэффективных ламп достигает 55% и продолжает увеличиваться. 
 
Новые светильники устанавливают вместо старых галогеновых и натриевых ламп по мере их выхода из строя или при окончании срока эксплуатации. 
 
Мы неоднократно публиковали полезную информацию об освещении. Если вам интересно, кто отвечает за него во дворе, куда следует обращаться при неработающих светильниках или несоответствии освещения установленным нормам, заходите в Базу знаний на платформе «Электронный дом» <a href=""https://ed.mos.ru/knowledge/item/177/?contentId=23217"" class=""blue-selection"" target=""_blank"">https://ed.mos.ru/knowledge/item/177/?contentId=23217</a>. 
 
Самые важные новости Москвы – в канале Сергея Собянина в MAX: max.ru/mossobyanin";25.10.2025;public190256180;image;https://sun9-55.vkuserphoto.ru/s/v1/ig2/NEh4kQK-IK9UrZ157-IOUoDuetSTdu7cUdbtt8xZ_yNhoQxAph4fgm_gDazwfQhNq6eyGwgEl7faXUTJ8SUJfCL2.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5340;16;0;0;427;0,2021;3,7471;5,3935;"Приглашаем вас на лекцию от экспертов платформы «Электронный дом»! 
 
29 октября в Академии грамотных собственников наши специалисты расскажут о подготовке и проведении общих собраний собственников. Вы узнаете о роли администратора и инициатора в этом процессе и получите практические рекомендации. 
 
Хотите провести собрание эффективно и грамотно? Присоединяйтесь! 
 
Выбирайте удобный формат: офлайн или онлайн. 
 
Записаться и ознакомиться с подробной программой курса можно здесь → <a href=""https://ed.mos.ru/academy-oss"" class=""blue-selection"" target=""_blank"">https://ed.mos.ru/academy-oss</a>/. 
 
Не упустите возможность стать экспертом в управлении своим домом! Количество мест ограничено, регистрируйтесь заранее.

Самые важные новости Москвы – в канале Сергея Собянина в MAX: max.ru/mossobyanin";24.10.2025;public190256180;image;https://sun9-30.vkuserphoto.ru/s/v1/ig2/9Uww1xw01hyiK2X4e9j0ZJigydxU81AB5RbUf78LiU8YCwQXkslhg82hwqB2qLWsKGOknZ_Y-RrClr8LmEfLFfHo.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5335;46;5;4;18677;0,6947;0,2945;235,9101;"Входная дверь подъезда защищает многоквартирный дом от непогоды и посторонних. Однако из-за постоянной эксплуатации и воздействия окружающей среды её покрытие и механизмы со временем изнашиваются.

За сохранность подъездной двери как части общедомового имущества отвечает управляющая организация.

К текущему ремонту двери относятся замена ручки, замка или уплотнителя. Он проводится по заявке жителей или по итогам планового осмотра. Такие работы финансируются из средств на текущее содержание дома.

Если требуется замена двери или ее  восстановление, то такой ремонт считается капитальным. Он финансируется за счет средств фонда капремонта.

Напоминаем, что сообщить о неисправности входной двери можно через раздел «Заявки» на платформе «Электронный дом».

Самые важные новости Москвы – в канале Сергея Собянина в MAX: max.ru/mossobyanin";23.10.2025;public190256180;image;https://sun9-78.vkuserphoto.ru/s/v1/ig2/YKpcJuTBxGSzqjzgJ36WxjOOSz93d1Oe_rP5OdxQ0TxjQheyb0coouYg3J_ba9a4MLHGS3FuPLpbpFoVjkm-bS73.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu;link;http://max.ru/mossobyanin;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5334;6;0;0;263;0,0758;2,2814;3,322;"Приглашаем вас окунуться в атмосферу увлекательного путешествия в XIX век вместе с фестивалем «Усадьбы Москвы» и почувствовать себя героем истории! 
 
Представьте, как приятно прогуляться по тенистым дорожкам, принять участие в светской беседе в уютной гостиной или услышать легендарные рассказы о знаменитых владельцах старинных усадеб. 
 
Самое время сделать это приключение незабываемым! Уже сегодня на платформе «Город идей» стартовал проект «Усадьбы Москвы». 
 
Если у вас есть предложения, которые помогут сделать фестиваль культурного наследия ещё более ярким и захватывающим, заходите на <a href=""https://vk.cc/cQnLPT"" class=""blue-selection"" target=""_blank"">https://vk.cc/cQnLPT</a> и оставляйте свои предложения по четырём направлениям: 
 
- программа мероприятий; 
 
- активности для детей; 
 
- экскурсионные маршруты; 
 
- информирование. 
 
А в рамках тематических обсуждений расскажите о том, какие столичные усадьбы вас впечатлили больше всего и какие хотелось бы посетить на предстоящих фестивалях. 
 
Лучшие идеи реализует Комитет по туризму города Москвы.";21.10.2025;public190256180;image;https://sun9-33.vkuserphoto.ru/s/v1/ig2/Nx55EOR7NIMYyKZzg3wXzmlyh4Rr9VTdkr4a9VawPkkEg5QylxWA5jEky3NMOidIEOEK-tqmF05EiQjqS95WPETq.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,2160x2160&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5332;12;0;0;21769;0,1516;0,0551;274,9653;"С середины прошлого года на платформе «Электронный дом» работает сервис «Электронный консьерж». Он помогает москвичам быстро получить информацию по вопросам ЖКХ и управления домом, записаться на приём в различные ведомства или составить туда обращения и многое другое. Сервис доступен круглосуточно, 24/7, включая выходные и праздники.

Сегодня мы рады поделиться с вами новым функционалом, доступным пользователям нашего «Электронного консьержа». Теперь вы можете получить информацию о капитальном ремонте дома, узнать о наличии задолженности по оплате, получить квитанцию или уточнить код плательщика для оплаты.

Обратите внимание, что данные функции доступны пользователям с полной учётной записью на mos.ru и тем, кто является собственником помещения.

Найти «Электронного консьержа» просто. В мобильном приложении «Электронный дом» он находится на главном экране, в разделе «Популярное», а на сайте — в правом нижнем углу.

Самые важные новости Москвы – в канале Сергея Собянина в MAX: max.ru/mossobyanin";19.10.2025;public190256180;image;https://sun9-11.vkuserphoto.ru/s/v1/ig2/PED5XxcXor8LjGIH9OsCIOOk7jnVK40-hs95HQYArsxTUInQkVB4WnGn54--ew2VOeR7mEXWybWFKb4kr_vxSwGq.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5331;15;2;0;3635;0,2147;0,4677;45,9139;"Узнать мнение соседей о вопросах, касающихся вашего дома и управления им, помогают опросы в «Электронном доме». 

Напомним вам об особенностях этого функционала на нашей платформе:

- опросы могут создавать собственники, зарегистрированные по адресу жители, пользователи с гостевым доступом базового и повышенного уровней, а также управляющие организации, органы исполнительной власти и редакция «Электронного дома»;

-  в опросе могут принять участие только те категории пользователей, которые были выбраны автором при его создании. Это могут быть только собственники, либо собственники и зарегистрированные по адресу, либо все жители, включая плательщиков ЕПД и пользователей с гостевым доступом базового и повышенного уровней;

- проводить опросы можно так часто, как захотят жители;

- темы могут касаться дома и придомовой территории;

- перед публикацией опрос проходит модерацию.

Обращаем ваше внимание, что опросы проводятся, чтобы узнать мнение соседей. Их результаты не имеют юридической силы. 

Впоследствии вопросы, вызвавшие наибольший интерес, могут быть вынесены на общее собрание собственников (ОСС) для принятия официального решения.

Самые важные новости Москвы – в канале Сергея Собянина в MAX: max.ru/mossobyanin <a href=""http://max.ru/mossobyanin"" class=""blue-selection"" target=""_blank"">http://max.ru/mossobyanin</a>";18.10.2025;public190256180;image;https://sun9-2.vkuserphoto.ru/s/v1/ig2/4us1fWxGLYT9RVCX0lqYsBZvab4dLEQK2DWrOV_-ObVAVGE1RF4HjlQAcbftopEQk7spy1imcmkqiIaK1iZ4NpI7.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5325;14;2;6;3934;0,2779;0,5592;49,6905;"В осенне-зимний период темнеет раньше, но это не повод отказываться от прогулок на свежем воздухе. Сегодня расскажем вам, какие нормативы освещенности установлены для наших дворов.

Напомним, что освещенность измеряют в люксах (лк). Это отношение светового потока к площади, на которую он попадает. Замеры делают специальным прибором — люксметром.

Установленные нормативы:

- детские и спортивные площадки — 10 лк;
- площадка основного входа в здание — 6 лк;
- переходы, велосипедные дорожки, пешеходные дорожки у входа в здание, площадки у запасных входов — 4 лк;
- внутренние служебные и хозяйственные проезды, автостоянки, площадки у мусоросборников — 2 лк;
- прогулочные дорожки — 1 лк.

О том, кто отвечает за освещение во дворе, куда следует обращаться при неработающих светильниках или несоответствии освещения установленным нормам, читайте в нашей Базе знаний: <a href=""https://ed.mos.ru/knowledge/item/177/?contentId."" class=""blue-selection"" target=""_blank"">https://ed.mos.ru/knowledge/item/177/?contentId.</a>

Самые важные новости Москвы – в канале Сергея Собянина в MAX: max.ru/mossobyanin";17.10.2025;public190256180;image;https://sun9-76.vkuserphoto.ru/s/v1/ig2/Yp0iPsat5nLUT4ZvaEo12xiC3zL94KGN8hh0grcXVMl8vX9NZywSGM39DogGwae8ns2ymlgBJEoBOs59TSvCUbQB.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5324;13;2;0;24303;0,1895;0,0617;306,9723;"Как привлечь соседей к голосованию и набрать кворум? 
 
Узнайте от экспертов платформы «Электронный дом» 22 октября! 
 
Специалисты из Академии грамотных собственников проведут бесплатную лекцию для всех жителей Москвы. Вас ждёт насыщенная программа с практическими рекомендациями и объяснениями ключевых моментов в проведении общего собрания собственников. 
 
Вы можете посетить мероприятие лично или подключиться удалённо, выбрав удобный вам формат участия. 
 
Записаться на событие и ознакомиться с программой курса можно по ссылке <a href=""https://ed.mos.ru/academy-oss"" class=""blue-selection"" target=""_blank"">https://ed.mos.ru/academy-oss</a>/. 
 
Количество участников ограниченно, поэтому обязательно зарегистрируйтесь заранее. 
 
Поделитесь информацией со своими соседями и приходите вместе!

Самые важные новости Москвы – в канале Сергея Собянина в MAX: max.ru/mossobyanin";16.10.2025;public190256180;image;https://sun9-40.vkuserphoto.ru/s/v1/ig2/Qu0PS8jXj1xhOMToCH56ci2AtY4oHkqWIbJ4GHYiHX30PXrbmjMm6KgKlsFcF6_n0ZHsCD5nhgH-4BSDRXPx9cNZ.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,2560x2560&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5321;12;0;1;441;0,1642;2,9478;5,5703;"Безопасность газового оборудования — важная часть заботы о доме.

Специалисты АО «Мосгаз» регулярно проводят техобслуживание, ремонт и замену оборудования, чтобы всё работало правильно и безопасно.

С начала года они выполнили более 67 тысяч заявок в квартирах москвичей.

Мастера работают не только в будние дни, но и в выходные и праздники, чтобы оперативно помогать при сбоях или необходимости обновления оборудования.

Если у вас есть подозрения в неисправности или нужно обновить газовое оборудование — не откладывайте, звоните специалистам.

К вам быстро приедут и позаботятся о безопасной работе газовых приборов у вас дома.

Самые важные новости Москвы – в канале Сергея Собянина в MAX: max.ru/mossobyanin <a href=""http://max.ru/mossobyanin"" class=""blue-selection"" target=""_blank"">http://max.ru/mossobyanin</a>";12.10.2025;public190256180;image;https://sun9-64.vkuserphoto.ru/s/v1/ig2/lJAh9oZFBO9P_4NJd4bpym6FeMmUw_z8mwqpzgLra0MptGtdrmQL_tUr_i3ZUC6HbTs2TgTAqsaORswWC3-pX8m2.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5320;12;1;0;385;0,1642;3,3766;4,863;"«Электронный дом» напоминает, что теперь можно не тратить время на борьбу с пятнами от загрязнений на мягкой мебели или коврах, а заказать химчистку от проверенных специалистов через платформу.

Чтобы оформить заказ на платформе «Электронный дом», перейдите в раздел «Услуги» — «От партнёров» — «Удобные решения для дома». Оставьте заявку, и с вами свяжется оператор для подтверждения перечня работ и стоимости.

Занимайтесь тем, что вам действительно важно: проведите время с близкими, прогуляйтесь на свежем воздухе и полюбуйтесь золотой осенью, приготовьте что-нибудь вкусное или посмотрите любимый фильм.

А специалисты позаботятся о том, чтобы ваша мебель была чистой.

Самые важные новости Москвы – в канале Сергея Собянина в MAX: max.ru/mossobyanin";12.10.2025;public190256180;image;https://sun9-51.vkuserphoto.ru/s/v1/ig2/lu-QNd6WlQPL5K0gdinVbpgS9SPyiJkZPES1LljAT4VDXqGhd0YeLzFVME8f08Uh7fAC2XhFdF6i25gVYknpw0x2.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu;image;https://sun9-64.vkuserphoto.ru/s/v1/ig2/4TgZTeEjhGA84knbPUrNGxBJzMgSo4sH4iWUJTlT1i2Qkk6vvRPlhXuBjrwcAFfEwd4Bo05rM1V5KfeZDlenxbPG.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5319;30;4;1;802;0,4421;4,3641;10,1301;"Почему электронное ОСС удобнее и безопаснее «бумажного»?

Ответ на этот и другие вопросы от ведущих специалистов платформы «Электронный дом» можно получить уже 15 октября: Академия грамотных собственников приглашает активных жителей столицы на бесплатную лекцию в офлайн- или онлайн-форматах.

На ней вы узнаете о преимуществах электронного голосования и других особенностях правил проведения ОСС.

Ознакомиться с расписанием остальных лекций и зарегистрироваться для участия можно по ссылке: <a href=""https://ed.mos.ru/academy-oss/."" class=""blue-selection"" target=""_blank"">https://ed.mos.ru/academy-oss/.</a>

Внимание, количество мест ограниченно!

Самые важные новости Москвы – в канале Сергея Собянина в MAX: max.ru/mossobyanin";11.10.2025;public190256180;image;https://sun9-25.vkuserphoto.ru/s/v1/ig2/zKILo3cksVhcsbICYowx8eGWrbDLI4x6Ykr8LoaUEV0iJSzlrP7LhOso8m7CYSoNUWWxkXym6o_cO-tiBIH_IHBr.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5316;12;1;1;387;0,1768;3,6176;4,8882;"Продолжаем знакомство с примерами современного строительства, в этот раз — с серией П44Т25. Она появилась в Москве в 2005 году и возводится по сей день.

Отличительной чертой этих многоэтажных домов стали эркеры, увеличивающие площади квартир, и сочетание цветов — от белого и бирюзового в эркерах до серого, коричневого и разных оттенков рыжего на облицовке.

Среди преимуществ данной серии отметим хорошую звукоизоляцию, увеличенную площадь кухонь, изолированные комнаты, раздельные санузлы, дополнительные балконы в 2- и 3-комнатных квартирах и наличие грузового лифта.

Отдельным пунктом идёт безопасность: серия соответствует первому классу огнестойкости и капитальности, а также имеет хорошую систему безопасности и современную электропроводку.

Из минусов выделяется сложность перепланировки из-за большого количества несущих стен.

В столице дома этой серии можно встретить, например, в районах Марьина Роща, Останкинский, Отрадное, Лосиноостровский.

Самые важные новости Москвы – в канале Сергея Собянина в MAX: max.ru/mossobyanin";09.10.2025;public190256180;image;https://sun9-70.vkuserphoto.ru/s/v1/ig2/38lmW1HKNXSzfAoiF7sBuy1vJwviHSVdY8CJE2fRSvFIK_gxd87RvYLMtXA_8V8-9Pa7JbSgrr0bJR9j4G_onVH0.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,2560x2560&from=bu;image;https://sun9-25.vkuserphoto.ru/s/v1/ig2/ptwwv7b903EeqxNFP4sOeAodMuXnx-NRynISKFtOLZJ2H1QpgPEW_VGZ-9xDAMjalbG2YwoIqNHk1oOg7uRohUeZ.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,2560x2560&from=bu;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5312;7;1;1;289;0,1137;3,1142;3,6504;"В разделе «Галерея реализованных идей» уже опубликовано более 50 тысяч фотографий, которые показывают, как инициативы москвичей воплощаются в жизнь. 
 
За время существования раздела подтверждено свыше 1,2 тысячи уникальных инициатив, и жители сами фиксируют городские перемены. В этом году особое внимание привлекли идеи, реализованные на ВДНХ: фотографии фонтанов, зелёного лабиринта и новых маршрутов стали самыми популярными. В галерее также появились кадры акции «Ночь в музее», фестиваля «Город неравнодушных», а ещё — фото благоустроенных дворов, обновлённых пешеходных переходов и зон отдыха. 
 
Каждый москвич может принять участие в развитии города и получить до 1000 баллов программы «Миллион призов» в месяц: достаточно загрузить свои снимки в «Галерею реализованных идей»: vk.cc/cQ9qjf и дождаться их публикации в разделе.

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), newtech.mos.ru";07.10.2025;public190256180;image;https://sun9-48.vkuserphoto.ru/s/v1/ig2/c_ZfBvuQTijeHZdc5k_QGu2-KZx5gL2cW50JquwQc3pVmBQn-na7nTk7Jx42sKYVX1v8GEC9FRKeKpPLAddSIvqx.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu;;;;;;;;;;;;;;;;;;;;
